?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/GO_0032271>	"Any process that modulates the frequency, rate or extent of the process of creating protein polymers."	
<http://purl.obolibrary.org/obo/GO_1904057>	"Any process that stops, prevents or reduces the frequency, rate or extent of sensory perception of pain."	
<http://purl.obolibrary.org/obo/GO_0097014>	"All of the contents of a cilium, excluding the plasma membrane surrounding the cilium."	
<http://purl.obolibrary.org/obo/UBERON_0036217>	"A bodily fluid that is located in the coelom."	"BTO:0001708"
<http://purl.obolibrary.org/obo/XPO_0134902>	"An increased occurrence of apoptotic process in monociliated cell."	
<http://purl.obolibrary.org/obo/XPO_0138211>	"A decreased occurrence of cell population proliferation in notochord."	
<http://purl.obolibrary.org/obo/XPO_0100375>	"Abnormality of anterior entopeduncular region."	
<http://purl.obolibrary.org/obo/XPO_0131794>	"An abnormal development of the vestibuloauditory system."	
<http://purl.obolibrary.org/obo/XPO_0135919>	"An increased occurrence of cell population proliferation in gall bladder primordium."	
<http://purl.obolibrary.org/obo/CHEBI_33709>	"A carboxylic acid containing one or more amino groups."	"Wikipedia:Amino_acid"
<http://purl.obolibrary.org/obo/GO_0045686>	"Any process that stops, prevents, or reduces the frequency, rate or extent of glia cell differentiation."	
<http://purl.obolibrary.org/obo/XPO_0126252>	"Absence of facial nerve."	
<http://purl.obolibrary.org/obo/XPO_0134543>	"An increased occurrence of apoptotic process in oculomotor motornucleus."	
<http://purl.obolibrary.org/obo/CL_0002264>	"A type of enteroendocrine cell found in the stomach that secretes glucagon."	"FMA:83411"
<http://purl.obolibrary.org/obo/UBERON_0002049>	"An interconnected tubular multi-tissue structure contains fluid that is actively transported around the organism[ZFA]. Examples: vasculature of lung, vasculature of face."	"ZFA:0005249 FMA:69050 BTO:0003718 TAO:0005249"
<http://purl.obolibrary.org/obo/XPO_0126367>	"An abnormally localised head vasculature."	
<http://purl.obolibrary.org/obo/XPO_0129853>	"An increase in the size of the rhombomere R1."	
<http://purl.obolibrary.org/obo/XPO_0133611>	"An increased occurrence of apoptotic process in vein."	
<http://purl.obolibrary.org/obo/XPO_0107359>	"Any unspecified morphological anomaly of the axial region, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0133258>	"An abnormal development of the intersomitic vein."	
<http://purl.obolibrary.org/obo/GO_0010613>	"Any process that increases the rate, frequency or extent of the enlargement or overgrowth of all or part of the heart due to an increase in size (not length) of individual cardiac muscle fibers, without cell division."	
<http://purl.obolibrary.org/obo/XPO_0141047>	"An abnormally necrotic posterior tectum."	
<http://purl.obolibrary.org/obo/XAO_1000021>	"Nieuwkoop and Faber stage 11, corresponding to an embryo of age 11 hr 45 min at 22-24 Celsius and having the following external morphological criteria: Horse-shoe-shaped blastopore stage. Blastopore groove surrounding about half of future yolk plug and indicated at its ventral side; future yolk plug often rounded rectangular, slightly elongated in dorso-ventral direction, diameter more than two-fifths of diameter of egg (plus or minus 50 degrees of circumference). Length: 1.4 - 1.5 mm."	
<http://purl.obolibrary.org/obo/XPO_0132725>	"An abnormal development of the accessory olfactory bulb."	
<http://purl.obolibrary.org/obo/XPO_0100979>	"Abnormality of neuroectoderm inner layer."	
<http://purl.obolibrary.org/obo/UBERON_0011919>	"Masses of developing blood cells attached to endothelium in the yolk sac."	"EHDAA2:0000177 EMAPA:16115"
<http://purl.obolibrary.org/obo/XPO_0101591>	"Abnormality of xanthophore."	
<http://purl.obolibrary.org/obo/XPO_0129903>	"An increase in the size of the fin vasculature."	
<http://purl.obolibrary.org/obo/XPO_0136094>	"An increased occurrence of cell population proliferation in oculomotor motornucleus."	
<http://purl.obolibrary.org/obo/GO_0070661>	"The expansion of a leukocyte population by cell division."	
<http://purl.obolibrary.org/obo/XPO_0134844>	"An increased occurrence of apoptotic process in dorsomedial edge of myotome."	
<http://purl.obolibrary.org/obo/XPO_0100873>	"Abnormality of retinal stem cell region."	
<http://purl.obolibrary.org/obo/GO_0140694>	"The aggregation, arrangement and bonding together of a set of components to form a non-membrane-bounded organelle."	
<http://purl.obolibrary.org/obo/XAO_0005075>	"Any of the branched tubuloalveolar glands situated in the mucous membrane of the olfactory region of the nasal cavity that produce mucus to moisten the olfactory epithelium and dissolve odor-containing gases."	"UBERON:0002232"
<http://purl.obolibrary.org/obo/XPO_0141070>	"An abnormally necrotic spiracle."	
<http://purl.obolibrary.org/obo/XPO_0136882>	"A decreased occurrence of apoptotic process in sensorial layer."	
<http://purl.obolibrary.org/obo/XPO_0125371>	"Absence of middle lateral line placode."	
<http://purl.obolibrary.org/obo/XPO_0136870>	"A decreased occurrence of apoptotic process in cranial placode."	
<http://purl.obolibrary.org/obo/UBERON_0012075>	"Bone that forms as a replacement of another structural tissue."	"ZFA:0001628 TAO:0001637 AAO:0010768"
<http://purl.obolibrary.org/obo/XPO_0140704>	"An abnormally necrotic vegetal pole."	
<http://purl.obolibrary.org/obo/XPO_0130490>	"An increase in the size of the posterior lateral line placode."	
<http://purl.obolibrary.org/obo/UBERON_0002062>	"The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves[GO]. Swellings of tissue present between the endocardial and myocardial cell layers that will give rise to the interstitial cells of the cardiac valves[ZFA]."	"TAO:0001317 EHDAA:2586 FMA:70302 EHDAA2:0000434 XAO:0004189 VHOG:0000932 MA:0000078 EHDAA2:0004028 ZFA:0001317 MESH:D054089 Wikipedia:Atrioventricular_cushions EMAPA:16696"
<http://purl.obolibrary.org/obo/XAO_0000021>	"Proliferative region that is part of the ventricular system of the brain."	"UBERON:0003053"
<http://purl.obolibrary.org/obo/XPO_0128466>	"An abnormal reduction in the size of the ventral posterior hindgut endoderm."	
<http://purl.obolibrary.org/obo/XPO_0141697>	"An abnormally localised tracheoesophageal fold."	
<http://purl.obolibrary.org/obo/XPO_0137074>	"A decreased occurrence of apoptotic process in skeletal system."	
<http://purl.obolibrary.org/obo/XPO_0101143>	"Abnormality of cell body layer of the optic tectum."	
<http://purl.obolibrary.org/obo/XPO_0136496>	"An increased occurrence of cell population proliferation in ascending interneuron."	
<http://purl.obolibrary.org/obo/XPO_0134772>	"An increased occurrence of apoptotic process in adult intestinal epithelium."	
<http://purl.obolibrary.org/obo/GO_0048870>	"Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."	
<http://purl.obolibrary.org/obo/XPO_0130017>	"An increase in the size of the posterior semicircular canal."	
<http://purl.obolibrary.org/obo/XPO_0126111>	"Absence of fundus."	
<http://purl.obolibrary.org/obo/XPO_0136465>	"An increased occurrence of cell population proliferation in m. levator scapulae inferior."	
<http://purl.obolibrary.org/obo/XPO_0138483>	"A decreased occurrence of cell population proliferation in anterior cardinal vein."	
<http://purl.obolibrary.org/obo/XPO_0130421>	"An increase in the size of the atrioventricular canal endocardium."	
<http://purl.obolibrary.org/obo/GO_0006163>	"The chemical reactions and pathways involving a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."	
<http://purl.obolibrary.org/obo/XPO_0139587>	"A decreased occurrence of cell population proliferation in left-right organizer."	
<http://purl.obolibrary.org/obo/GO_0120187>	"Any process that activates or increases the frequency, rate or extent of protein localization to chromatin."	
<http://purl.obolibrary.org/obo/XPO_0126147>	"Absence of external jugular vein."	
<http://purl.obolibrary.org/obo/XPO_0131625>	"An increase in the size of the retinal vein."	
<http://purl.obolibrary.org/obo/XPO_0102526>	"Any unspecified morphological anomaly of the nucleus, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0139974>	"An abnormally necrotic medulla oblongata."	
<http://purl.obolibrary.org/obo/XPO_0134699>	"An increased occurrence of apoptotic process in dorsal pallium."	
<http://purl.obolibrary.org/obo/XPO_0134567>	"An increased occurrence of apoptotic process in hindlimb digit 3."	
<http://purl.obolibrary.org/obo/XPO_0136779>	"A decreased occurrence of apoptotic process in auditory apparatus."	
<http://purl.obolibrary.org/obo/XAO_0004161>	"Type of vein that crosses the head dorsally at NF stage 37/38 and drains into the vena capitis lateralis."	
<http://purl.obolibrary.org/obo/XPO_0126601>	"An abnormally localised heart primordium."	
<http://purl.obolibrary.org/obo/CL_1000414>	"An endothelial cell that is part of the venule."	"FMA:67762"
<http://purl.obolibrary.org/obo/XPO_0103116>	"Any unspecified morphological anomaly of the bone marrow, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0137136>	"A decreased occurrence of apoptotic process in sclerotome of trunk somite 12."	
<http://purl.obolibrary.org/obo/GO_0099140>	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins in the presynaptic actin cytoskeleton."	
<http://purl.obolibrary.org/obo/PATO_0002011>	"A structural quality which is held by a bearer when the latter's disposition the presence of abnormally proliferating masses of cells."	
<http://purl.obolibrary.org/obo/XPO_0102974>	"Any unspecified morphological anomaly of the trachea, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0101679>	"Any unspecified morphological anomaly of the cartilage element, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0140589>	"An abnormally necrotic keratin accumulating cell."	
<http://purl.obolibrary.org/obo/XAO_0004153>	"Blood vessels of the retina. May be visible in periocular stainings."	"UBERON:0004864"
<http://purl.obolibrary.org/obo/XAO_0005040>	"The anterior (superior) of the two vertically oriented semicircular canals, which are situated at right angles to each other."	"UBERON:0001841"
<http://purl.obolibrary.org/obo/XPO_0138472>	"A decreased occurrence of cell population proliferation in arteria mesenterica posterior."	
<http://purl.obolibrary.org/obo/XPO_0126268>	"Absence of parotic crest."	
<http://purl.obolibrary.org/obo/XPO_0102046>	"Any unspecified morphological anomaly of the testis, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0101077>	"Abnormality of ventral abdominal vein."	
<http://purl.obolibrary.org/obo/GO_0086029>	"Any process that mediates the transfer of information from a Purkinje myocyte to a ventricular cardiac muscle cell."	
<http://purl.obolibrary.org/obo/XPO_0125265>	"Absence of neural fold."	
<http://purl.obolibrary.org/obo/GO_0006525>	"The chemical reactions and pathways involving arginine, 2-amino-5-(carbamimidamido)pentanoic acid."	"Wikipedia:Arginine"
<http://purl.obolibrary.org/obo/XPO_0125296>	"Absence of left-dorsal blastomere."	
<http://purl.obolibrary.org/obo/XPO_0103167>	"Any unspecified morphological anomaly of the absorptive cell, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/GO_0007389>	"Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."	
<http://purl.obolibrary.org/obo/XPO_0103082>	"Any unspecified morphological anomaly of the myeloid cell, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0132710>	"An abnormal development of the polar body."	
<http://purl.obolibrary.org/obo/XPO_0138421>	"A decreased occurrence of cell population proliferation in cranial placode."	
<http://purl.obolibrary.org/obo/XAO_0000431>	"Each of a set of hard, bony enamel-coated structures in the jaws, used for biting."	"UBERON:0001091"
<http://purl.obolibrary.org/obo/XPO_0115602>	"Abnormal(ly) peramorphic growth of hindlimb bud (Temporary definition)."	
<http://purl.obolibrary.org/obo/XAO_0004426>	"The presumptive cells of the levator mandibulae longus profundus muscle."	
<http://purl.obolibrary.org/obo/XPO_0125193>	"Absence of trunk musculature."	
<http://purl.obolibrary.org/obo/XPO_0138975>	"A decreased occurrence of cell population proliferation in posterior cerebral vein."	
<http://purl.obolibrary.org/obo/GO_0048856>	"The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."	
<http://purl.obolibrary.org/obo/XPO_0101075>	"Abnormality of mammilary region."	
<http://purl.obolibrary.org/obo/XPO_0129701>	"An increase in the size of the medulla oblongata."	
<http://purl.obolibrary.org/obo/XPO_0141299>	"Any unspecified morphological anomaly of the actin filament, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0100217>	"Abnormality of ionocyte."	
<http://purl.obolibrary.org/obo/XPO_0133020>	"An abnormal development of the dorsal involuting marginal zone."	
<http://purl.obolibrary.org/obo/XPO_0136814>	"A decreased occurrence of apoptotic process in foregut."	
<http://purl.obolibrary.org/obo/XPO_0129047>	"An abnormal reduction in the size of the spike."	
<http://purl.obolibrary.org/obo/XPO_0130974>	"The presence of an increased number of beta cell."	
<http://purl.obolibrary.org/obo/XAO_0000288>	"Portion of the pronephric tubule that is immediately anterior to the late proximal tubule."	
<http://purl.obolibrary.org/obo/GO_0030857>	"Any process that stops, prevents, or reduces the frequency, rate or extent of epithelial cell differentiation."	
<http://purl.obolibrary.org/obo/XPO_0139458>		
<http://purl.obolibrary.org/obo/XPO_0141184>	"An abnormally necrotic pars intermedia."	
<http://purl.obolibrary.org/obo/XAO_0003054>	"A relatively undifferentiated cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."	"CL:0000034"
<http://purl.obolibrary.org/obo/GO_0048679>	"Any process that modulates the frequency, rate or extent of axon regeneration."	
<http://purl.obolibrary.org/obo/XPO_0127575>	"An abnormally localised elastic cartilage tissue."	
<http://purl.obolibrary.org/obo/XPO_0115348>	"Abnormal(ly) neoplastic of somite (Temporary definition)."	
<http://purl.obolibrary.org/obo/XPO_0103900>	"Absence of foot."	
<http://purl.obolibrary.org/obo/XAO_0004022>	"Cell condensation that is an aggregation of mesenchymal cells that are committed to differentiate into chondroblasts and chondrocytes."	"UBERON:0005863"
<http://purl.obolibrary.org/obo/XAO_0005153>	"The oval shaped cartilaginous ring that supports the cartilaginous tympanic disk."	
<http://purl.obolibrary.org/obo/XPO_0139421>	"A decreased occurrence of cell population proliferation in matrix-based tissue."	
<http://purl.obolibrary.org/obo/XPO_0136676>	"A decreased occurrence of apoptotic process in involuting marginal zone mesenchymal layer."	
<http://purl.obolibrary.org/obo/XPO_0129183>	"An abnormal reduction in the size of the coelomic epithelium."	
<http://purl.obolibrary.org/obo/XPO_0141061>	"An abnormally necrotic suspensorium."	
<http://purl.obolibrary.org/obo/XPO_0124775>	"Absence of endoderm."	
<http://purl.obolibrary.org/obo/XPO_0141833>	"Abnormal accumulation of fluid in alimentary system."	
<http://purl.obolibrary.org/obo/XPO_0135775>	"An increased occurrence of cell population proliferation in blastema."	
<http://purl.obolibrary.org/obo/UBERON_0003898>	"A portion of skeletal muscle tissue in the trunk."	"SCTID:244848007"
<http://purl.obolibrary.org/obo/XPO_0129033>	"An abnormal reduction in the size of the sclerotome of trunk somite 1."	
<http://purl.obolibrary.org/obo/UBERON_0009891>	"Mesenchyme that is part of a developing face."	"FMA:302884 EMAPA:35337"
<http://purl.obolibrary.org/obo/XPO_0103470>	"Abnormally closed posterior neural tube."	
<http://purl.obolibrary.org/obo/XPO_0101420>	"Abnormality of magnocellular preoptic nucleus."	
<http://purl.obolibrary.org/obo/UBERON_0004857>	"A connective tissue that surrounds a skeletal muscle tissue."	"EMAPA:37743 MA:0002868"
<http://purl.obolibrary.org/obo/XPO_0130764>	"An increase in the size of the laterodorsal tegmental nucleus."	
<http://purl.obolibrary.org/obo/XPO_0133519>	"An increased occurrence of apoptotic process in midbrain."	
<http://purl.obolibrary.org/obo/XPO_0126863>	"An abnormally localised granule cell."	
<http://purl.obolibrary.org/obo/XPO_0101410>	"Abnormality of ceratobranchial IV."	
<http://purl.obolibrary.org/obo/CHEBI_24870>	"A molecular entity having a net electric charge."	
<http://purl.obolibrary.org/obo/XPO_0102190>	"Any unspecified morphological anomaly of the myocardium, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/GO_0060327>	"The actin filament-based movement by which cytoplasmic actin filaments slide past one another resulting in a contraction that propels the cell from one place to another."	
<http://purl.obolibrary.org/obo/XPO_0138697>	"A decreased occurrence of cell population proliferation in sclerotome of tail somite 17."	
<http://purl.obolibrary.org/obo/XPO_0102100>	"Any unspecified morphological anomaly of the muscular system, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0131486>	"An abnormal reduction in the size of the cilium in the brain."	
<http://purl.obolibrary.org/obo/XAO_0000371>	"The rightmost of the two bilaterally symmetrical lymph hearts that can be seen adjacent to somites 3 and 4 by NF stage 40, and can be seen beating by NF stage 43. Lymph hearts are pulsatile organs, present in lower vertebrates, that function to propel lymph into the venous system."	
<http://purl.obolibrary.org/obo/XPO_0103280>	"Absence of forelimb digit 3."	
<http://purl.obolibrary.org/obo/XPO_0136015>	"An increased occurrence of cell population proliferation in pretectum."	
<http://purl.obolibrary.org/obo/XPO_0135446>	"An increased occurrence of cell population proliferation in middle lateral line."	
<http://purl.obolibrary.org/obo/XPO_0139071>	"A decreased occurrence of cell population proliferation in lateral vein."	
<http://purl.obolibrary.org/obo/XPO_0135150>	"An increased occurrence of cell population proliferation in liver diverticulum."	
<http://purl.obolibrary.org/obo/XPO_0126899>	"An abnormally localised primary oogonium."	
<http://purl.obolibrary.org/obo/XPO_0141103>	"An abnormally necrotic blastomere V1.2.1."	
<http://purl.obolibrary.org/obo/XPO_0101555>	"Abnormality of trochlear motornucleus."	
<http://purl.obolibrary.org/obo/XPO_0100871>	"Abnormality of posterior palatine artery."	
<http://purl.obolibrary.org/obo/XPO_0132899>	"An abnormal development of the glomeral mesenchyme."	
<http://purl.obolibrary.org/obo/XPO_0102183>	"Any unspecified morphological anomaly of the oocyte cortex, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/GO_0003433>	"The progression of a chondrocyte over time from after its commitment to its mature state where the chondrocyte will contribute to the shaping of an endochondral bone."	
<http://purl.obolibrary.org/obo/XPO_0140505>	"An abnormally necrotic stromal cell."	
<http://purl.obolibrary.org/obo/GO_0062014>	"Any process that stops, prevents or reduces the frequency, rate or extent of a small molecule metabolic process."	
<http://purl.obolibrary.org/obo/XPO_0139562>	"A decreased occurrence of cell population proliferation in footplate of the stapes."	
<http://purl.obolibrary.org/obo/XPO_0125003>	"Absence of fin."	
<http://purl.obolibrary.org/obo/XPO_0128137>	"An abnormal reduction in the size of the dorsal fin vasculature."	
<http://purl.obolibrary.org/obo/XPO_0101195>	"Abnormality of femur rudiment."	
<http://purl.obolibrary.org/obo/XPO_0128227>	"An abnormal reduction in the size of the vertebral column."	
<http://purl.obolibrary.org/obo/XPO_0125783>	"Absence of taste bud."	
<http://purl.obolibrary.org/obo/XPO_0130400>	"An increase in the size of the dorsal longitudinal anastomosing vessel."	
<http://purl.obolibrary.org/obo/XPO_0129712>	"An increase in the size of the spinal ganglion."	
<http://purl.obolibrary.org/obo/GO_0086015>	"An action potential that occurs in a sinoatrial node cardiac muscle cell."	
<http://purl.obolibrary.org/obo/XPO_0101183>	"Abnormality of retinal ganglion cell."	
<http://purl.obolibrary.org/obo/XPO_0141263>	"An anomaly in visually guided collision avoidance behavior."	
<http://purl.obolibrary.org/obo/XPO_0102706>	"Any unspecified morphological anomaly of the germinal vesicle, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0125932>	"Absence of retinal pigmented epithelium."	
<http://purl.obolibrary.org/obo/UBERON_0007844>	"Skeletal element that is composed of cartilage tissue and may be permanent or transient."	"XAO:0004013 VSAO:0000000 FMA:55107 ZFA:0001501 AAO:0011130 CALOHA:TS-0118"
<http://purl.obolibrary.org/obo/XPO_0140662>	"An abnormally necrotic anterior hindgut endoderm."	
<http://purl.obolibrary.org/obo/XPO_0129964>	"An increase in the size of the sclerotome of head somite 4."	
<http://purl.obolibrary.org/obo/XPO_0138100>	"A decreased occurrence of apoptotic process in dorsal posterior hindgut endoderm."	
<http://purl.obolibrary.org/obo/XPO_0136837>	"A decreased occurrence of apoptotic process in oral evagination."	
<http://purl.obolibrary.org/obo/GO_1902839>	"Any process that stops, prevents or reduces the frequency, rate or extent of nuclear migration along microtubule."	
<http://purl.obolibrary.org/obo/XAO_0004291>	"A solution obtained by rupturing cells (especially unfertilized oocytes) and removing all particulate matter."	
<http://purl.obolibrary.org/obo/XAO_0005219>	"Anatomical region ventrally located on the body or body part."	
<http://purl.obolibrary.org/obo/GO_0048285>	"The creation of two or more organelles by division of one organelle."	
<http://purl.obolibrary.org/obo/PATO_0001799>	"A shape quality inhering in a bearer by virtue of the bearer's exhibiting disturbance of its smoothness or regularity."	
<http://purl.obolibrary.org/obo/XPO_0139280>	"A decreased occurrence of cell population proliferation in ventral mesoderm."	
<http://purl.obolibrary.org/obo/XPO_0140362>	"An abnormally necrotic commisura quadratocranialis anterior."	
<http://purl.obolibrary.org/obo/XPO_0139847>	"An abnormally necrotic otic placode."	
<http://purl.obolibrary.org/obo/XPO_0131234>	"The presence of a reduced number of dorsal animal hemisphere blastomere."	
<http://purl.obolibrary.org/obo/XPO_0102002>	"Any unspecified morphological anomaly of the m. levator mandibulae longus internus primordium, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0102691>	"Any unspecified morphological anomaly of the non-involuting marginal zone, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0128447>	"An abnormal reduction in the size of the anterior cerebral vein."	
<http://purl.obolibrary.org/obo/GO_0015980>	"The chemical reactions and pathways by which a cell derives energy from organic compounds; results in the oxidation of the compounds from which energy is released."	
<http://purl.obolibrary.org/obo/XPO_0137312>	"A decreased occurrence of apoptotic process in odontoid tissue."	
<http://purl.obolibrary.org/obo/UBERON_0000965>	"A transparent and refractive lens located posterior to the iris. The lens of camera-type eye refracts light to be focused on the retina."	"VHOG:0000169 SCTID:181169005 MA:0000275 MIAA:0000141 XAO:0000008 AAO:0010348 EMAPA:17838 BTO:0000723 Wikipedia:Lens_(anatomy) MESH:D007908 RETIRED_EHDAA2:0000975 ZFA:0000035 MAT:0000141 TAO:0000035 CALOHA:TS-0545 FMA:58241 NCIT:C12743 EV:0100343 UMLS:C0023317 EHDAA:9057"
<http://purl.obolibrary.org/obo/XPO_0140847>	"An abnormally necrotic myotome of trunk somite 5."	
<http://purl.obolibrary.org/obo/XPO_0136649>	"A decreased occurrence of apoptotic process in neuroectoderm inner layer."	
<http://purl.obolibrary.org/obo/XPO_0102695>	"Any unspecified morphological anomaly of the metencephalic artery, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0101156>	"Abnormality of typhlosole."	
<http://purl.obolibrary.org/obo/GO_0070571>	"Any process that stops, prevents, or reduces the frequency, rate or extent of neuron projection regeneration, the regrowth of neuronal processes such as axons or dendrites following their loss or damage."	
<http://purl.obolibrary.org/obo/XPO_0138331>	"A decreased occurrence of cell population proliferation in tympanic disk."	
<http://purl.obolibrary.org/obo/XPO_0127826>	"An abnormally localised m. levator scapulae superior."	
<http://purl.obolibrary.org/obo/GO_0033206>	"A cell cycle process that results in the division of the cytoplasm of a cell after meiosis, resulting in the separation of the original cell into two daughter cells."	
<http://purl.obolibrary.org/obo/XPO_0135706>	"An increased occurrence of cell population proliferation in olfactory epithelial support cell."	
<http://purl.obolibrary.org/obo/XPO_0126030>	"Absence of arterial endothelium."	
<http://purl.obolibrary.org/obo/XPO_0137199>	"A decreased occurrence of apoptotic process in pharyngeal epithelium."	
<http://purl.obolibrary.org/obo/XPO_0137788>	"A decreased occurrence of apoptotic process in ventral funiculus."	
<http://purl.obolibrary.org/obo/XAO_0004195>	"Mineralized bone tissue that always includes non-terminally differentiated osteoblasts and osteocytes."	"UBERON:4000118"
<http://purl.obolibrary.org/obo/XAO_0003121>	"Compartment of trunk somite 5 that is a precursor of the axial skeleton."	
<http://purl.obolibrary.org/obo/XPO_0133757>	"An increased occurrence of apoptotic process in vegetal yolk mass."	
<http://purl.obolibrary.org/obo/XAO_0000421>	"The 11th somite located posterior to the head."	
<http://purl.obolibrary.org/obo/GO_1901211>	"Any process that stops, prevents or reduces the frequency, rate or extent of cardiac chamber formation."	
<http://purl.obolibrary.org/obo/XPO_0129833>	"An increase in the size of the mm. levator arcuum branchialium I."	
<http://purl.obolibrary.org/obo/UBERON_0000033>	"The head is the anterior-most division of the body [GO]."	"GAID:61 WBbt:0005739 AEO:0000106 UMLS:C0018670 SCTID:302548004 BIRNLEX:1230 MA:0000023 HAO:0000397 XAO:0003024 SPD:0000016 galen:Head Wikipedia:Head EFO:0000964 MIAA:0000294 BILA:0000115 NCIT:C12419 EHDAA2:0003106 MESH:D006257 BTO:0000282 FMA:7154 VHOG:0001644 EMAPA:31858 MAT:0000294 ZFA:0001114 TGMA:0000002 AAO:0010335 TAO:0001114 CALOHA:TS-0436"
<http://purl.obolibrary.org/obo/XPO_0128428>	"An abnormal reduction in the size of the ventral pallidum."	
<http://purl.obolibrary.org/obo/XPO_0103178>	"Any unspecified morphological anomaly of the dorsal pallium, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/GO_0021906>	"The process whose specific outcome is the formation of the hindbrain-spinal cord boundary."	
<http://purl.obolibrary.org/obo/XPO_0128600>	"An abnormal reduction in the size of the rhombomere R5."	
<http://purl.obolibrary.org/obo/XPO_0126103>	"Absence of optic chiasm."	
<http://purl.obolibrary.org/obo/XPO_0132041>	"An abnormal development of the axial skeleton."	
<http://purl.obolibrary.org/obo/XPO_0134612>	"An increased occurrence of apoptotic process in peripheral retina."	
<http://purl.obolibrary.org/obo/XPO_0101208>	"Abnormality of stratum spongiosum."	
<http://purl.obolibrary.org/obo/XPO_0130467>	"An increase in the size of the m. rectus superior."	
<http://purl.obolibrary.org/obo/XPO_0102196>	"Any unspecified morphological anomaly of the central retina, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0134794>	"An increased occurrence of apoptotic process in ventricular layer of the optic tectum."	
<http://purl.obolibrary.org/obo/GO_0046668>	"Any process that modulates the frequency, rate or extent of programmed cell death that occurs in the retina."	
<http://purl.obolibrary.org/obo/XPO_0130633>	"An increase in the size of the sclerotome of trunk somite 13."	
<http://purl.obolibrary.org/obo/XPO_0139457>		
<http://purl.obolibrary.org/obo/XPO_0132439>	"An abnormal development of the lower blastopore lip."	
<http://purl.obolibrary.org/obo/XPO_0130518>	"An increase in the size of the pars distalis."	
<http://purl.obolibrary.org/obo/XPO_0127215>	"An abnormally localised rhombomere R7."	
<http://purl.obolibrary.org/obo/CHEBI_63551>	"A carboxylic acid anion resulting from the deprotonation of the carboxy group of a carbohydrate acid derivative."	
<http://purl.obolibrary.org/obo/XPO_0136864>	"A decreased occurrence of apoptotic process in early distal tubule."	
<http://purl.obolibrary.org/obo/XPO_0129583>	"An increase in the size of the perichordal tissue."	
<http://purl.obolibrary.org/obo/XPO_0130761>	"An increase in the size of the retinal inner plexiform layer."	
<http://purl.obolibrary.org/obo/XPO_0102848>	"Any unspecified morphological anomaly of the macrophage, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0128072>	"An abnormal reduction in the size of the peripheral nervous system."	
<http://purl.obolibrary.org/obo/XPO_0100711>	"Abnormality of ischium."	
<http://purl.obolibrary.org/obo/UBERON_0013127>	"The part of the venous system that drains the lungs[Kardong]."	"Wikipedia:Pulmonary_venous_system"
<http://purl.obolibrary.org/obo/XPO_0138868>	"A decreased occurrence of cell population proliferation in dentine."	
<http://purl.obolibrary.org/obo/XPO_0101981>	"Any unspecified morphological anomaly of the ossicle, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/XPO_0100879>	"Abnormality of m. depressor mandibulae."	
<http://purl.obolibrary.org/obo/XPO_0137104>	"A decreased occurrence of apoptotic process in cerebellum."	
<http://purl.obolibrary.org/obo/XPO_0115485>		
