term,label,definition,exact_synonym
http://purl.obolibrary.org/obo/XPO_0102407,abnormal morphology of rectal diverticulum ,Any structural anomaly of the rectal diverticulum.,abnormal shape of rectal diverticulum
http://purl.obolibrary.org/obo/XPO_0103148,abnormal morphology of ventral fin margin ,Any structural anomaly of the ventral fin margin.,abnormal shape of ventral fin margin
http://purl.obolibrary.org/obo/XPO_0103236,absent ceratohyal,Absence of ceratohyal.,missing ceratohyal
http://purl.obolibrary.org/obo/XPO_0103324,decreased size of the branchial arch,An abnormal reduction in the size of the branchial arch.,abnormally small branchial arch
http://purl.obolibrary.org/obo/XPO_0103412,Increased number of claw of hindlimb digit 5 in the regenerating hindlimb,The presence of an increased number of claw of hindlimb digit 5 in the regenerating hindlimb.,Extra claw of hindlimb digit 5 in the regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0102997,abnormal morphology of larval intestinal epithelium ,Any structural anomaly of the larval intestinal epithelium.,abnormal shape of larval intestinal epithelium
http://purl.obolibrary.org/obo/XPO_0100188,abnormal delta cell,Abnormality of delta cell.,abnormality of delta cell
http://purl.obolibrary.org/obo/XPO_0100364,abnormal mm. levator arcuum branchialium III primordium,Abnormality of mm. levator arcuum branchialium III primordium.,abnormality of mm. levator arcuum branchialium III primordium
http://purl.obolibrary.org/obo/XPO_0100452,abnormal fin margin,Abnormality of fin margin.,abnormality of fin margin
http://purl.obolibrary.org/obo/XPO_0100540,abnormal left lymph heart,Abnormality of left lymph heart.,abnormality of left lymph heart
http://purl.obolibrary.org/obo/XPO_0101193,abnormal bile duct,Abnormality of bile duct.,abnormality of bile duct
http://purl.obolibrary.org/obo/XPO_0101281,abnormal tympanic disk,Abnormality of tympanic disk.,abnormality of tympanic disk
http://purl.obolibrary.org/obo/XPO_0100239,abnormal acellular anatomical structure,Abnormality of acellular anatomical structure.,abnormality of acellular anatomical structure
http://purl.obolibrary.org/obo/XPO_0100327,abnormal visceral pouch,Abnormality of visceral pouch.,abnormality of visceral pouch
http://purl.obolibrary.org/obo/XPO_0100415,abnormal secretory epithelial cell,Abnormality of secretory epithelial cell.,abnormality of secretory epithelial cell
http://purl.obolibrary.org/obo/XPO_0115813,abnormal duplication of heart ,Any abnormal duplication of the heart.,abnormally duplicated heart
http://purl.obolibrary.org/obo/XPO_0115813,abnormal duplication of heart ,Any abnormal duplication of the heart.,abnormal duplication of heart
http://purl.obolibrary.org/obo/XPO_0100503,abnormal blastomere D2,Abnormality of blastomere D2.,abnormality of blastomere D2
http://purl.obolibrary.org/obo/XPO_0101068,abnormal pineal gland,Abnormality of pineal gland.,abnormality of pineal gland
http://purl.obolibrary.org/obo/XPO_0101156,abnormal typhlosole,Abnormality of typhlosole.,abnormality of typhlosole
http://purl.obolibrary.org/obo/XPO_0101244,abnormal hindlimb digit 4,Abnormality of hindlimb digit 4.,abnormality of hindlimb digit 4
http://purl.obolibrary.org/obo/XPO_0101332,abnormal left spleen primordium,Abnormality of left spleen primordium.,abnormality of left spleen primordium
http://purl.obolibrary.org/obo/XPO_0101420,abnormal magnocellular preoptic nucleus,Abnormality of magnocellular preoptic nucleus.,abnormality of magnocellular preoptic nucleus
http://purl.obolibrary.org/obo/XPO_0102161,abnormal morphology of epicardial precursor cell ,Any structural anomaly of the epicardial precursor cell.,abnormal shape of epicardial precursor cell
http://purl.obolibrary.org/obo/XPO_0101119,abnormal trabecula carnea,Abnormality of trabecula carnea.,abnormality of trabecula carnea
http://purl.obolibrary.org/obo/XPO_0101207,abnormal glossopharyngeal nerve,Abnormality of glossopharyngeal nerve.,abnormality of glossopharyngeal nerve
http://purl.obolibrary.org/obo/XPO_0102036,abnormal morphology of hematopoietic stem cell ,Any structural anomaly of the hematopoietic stem cell.,abnormal shape of hematopoietic stem cell
http://purl.obolibrary.org/obo/XPO_0102124,abnormal morphology of gall bladder primordium ,Any structural anomaly of the gall bladder primordium.,abnormal shape of gall bladder primordium
http://purl.obolibrary.org/obo/XPO_0102212,abnormal morphology of globe ,Any structural anomaly of the globe.,abnormal shape of globe
http://purl.obolibrary.org/obo/XPO_0102300,abnormal morphology of posterior lateral line ganglion ,Any structural anomaly of the posterior lateral line ganglion.,abnormal shape of posterior lateral line ganglion
http://purl.obolibrary.org/obo/XPO_0103041,abnormal morphology of perivitelline space ,Any structural anomaly of the perivitelline space.,abnormal shape of perivitelline space
http://purl.obolibrary.org/obo/XPO_0103004,abnormal morphology of seminiferous tubule ,Any structural anomaly of the seminiferous tubule.,abnormal shape of seminiferous tubule
http://purl.obolibrary.org/obo/XPO_0107296,abnormal caudal notochord,Abnormality of caudal notochord.,abnormality of caudal notochord
http://purl.obolibrary.org/obo/XPO_0107384,abnormal morphology of regenerating lens ,Any structural anomaly of the regenerating lens.,abnormal shape of regenerating lens
http://purl.obolibrary.org/obo/XPO_0107259,abnormal animal-vegetal axis,Abnormality of animal-vegetal axis.,abnormality of animal-vegetal axis
http://purl.obolibrary.org/obo/XPO_0100968,abnormal cervical vertebra,Abnormality of cervical vertebra.,abnormality of cervical vertebra
http://purl.obolibrary.org/obo/XPO_0107347,abnormal morphology of anterior-posterior axis ,Any structural anomaly of the anterior-posterior axis.,abnormal shape of anterior-posterior axis
http://purl.obolibrary.org/obo/XPO_0101797,abnormal morphology of lateral pallium ,Any structural anomaly of the lateral pallium.,abnormal shape of lateral pallium
http://purl.obolibrary.org/obo/XPO_0101885,abnormal morphology of vertebra ,Any structural anomaly of the vertebra.,abnormal shape of vertebra
http://purl.obolibrary.org/obo/XPO_0101973,abnormal morphology of hand ,Any structural anomaly of the hand.,abnormal shape of hand
http://purl.obolibrary.org/obo/XPO_0102890,abnormal morphology of dentine ,Any structural anomaly of the dentine.,abnormal shape of dentine
http://purl.obolibrary.org/obo/XPO_0100081,abnormal anatomical entity in vitro,Abnormality of anatomical entity in vitro.,abnormality of anatomical entity in vitro
http://purl.obolibrary.org/obo/XPO_0101848,abnormal morphology of hepato-pancreatic progenitor cell ,Any structural anomaly of the hepato-pancreatic progenitor cell.,abnormal shape of hepato-pancreatic progenitor cell
http://purl.obolibrary.org/obo/XPO_0101936,abnormal morphology of medulla oblongata ,Any structural anomaly of the medulla oblongata.,abnormal shape of medulla oblongata
http://purl.obolibrary.org/obo/XPO_0102589,abnormal morphology of tail somite 14 ,Any structural anomaly of the tail somite 14.,abnormal shape of tail somite 14
http://purl.obolibrary.org/obo/XPO_0102677,abnormal morphology of ventricular layer of the optic tectum ,Any structural anomaly of the ventricular layer of the optic tectum.,abnormal shape of ventricular layer of the optic tectum
http://purl.obolibrary.org/obo/XPO_0102765,abnormal morphology of motor neuron ,Any structural anomaly of the motor neuron.,abnormal shape of motor neuron
http://purl.obolibrary.org/obo/XPO_0102853,abnormal morphology of larval immune system ,Any structural anomaly of the larval immune system.,abnormal shape of larval immune system
http://purl.obolibrary.org/obo/XPO_0102941,abnormal morphology of colon ,Any structural anomaly of the colon.,abnormal shape of colon
http://purl.obolibrary.org/obo/XPO_0100132,abnormal cranium,Abnormality of cranium.,abnormality of cranium
http://purl.obolibrary.org/obo/XPO_0100220,abnormal semicircular canal,Abnormality of semicircular canal.,abnormality of semicircular canal
http://purl.obolibrary.org/obo/XPO_0103594,Decreased number of hindlimb digit 5,The presence of a reduced number of hindlimb digit 5.,Reduced number of hindlimb digit 5
http://purl.obolibrary.org/obo/XPO_0103682,Absent cartilage element in the branchial arch,Absence of the cartilage element in the branchial arch.,Missing cartilage element in the branchial arch
http://purl.obolibrary.org/obo/XPO_0103770,increased size of the ventral trunk,An increase in the size of the ventral trunk.,enlarged ventral trunk
http://purl.obolibrary.org/obo/XPO_0102728,abnormal morphology of tendon ,Any structural anomaly of the tendon.,abnormal shape of tendon
http://purl.obolibrary.org/obo/XPO_0102816,abnormal morphology of suprachiasmatic nucleus ,Any structural anomaly of the suprachiasmatic nucleus.,abnormal shape of suprachiasmatic nucleus
http://purl.obolibrary.org/obo/XPO_0102904,abnormal morphology of lateral abdominal vein ,Any structural anomaly of the lateral abdominal vein.,abnormal shape of lateral abdominal vein
http://purl.obolibrary.org/obo/XPO_0103469,bifurcated anterior-posterior axis,Bifurcation of the anterior-posterior axis.,anterior-posterior axis bifurcation
http://purl.obolibrary.org/obo/XPO_0103645,Decreased number of filopodium in the dermatome,The presence of a reduced number of filopodium in the dermatome.,Reduced number of filopodium in the dermatome
http://purl.obolibrary.org/obo/XPO_0103733,increased size of the Meckel's cartilage,An increase in the size of the Meckel's cartilage.,enlarged Meckel's cartilage
http://purl.obolibrary.org/obo/XPO_0103821,decreased length of forelimb digit 2 in regenerating forelimb,Decreased length or shortening of the forelimb digit 2 in the regenerating forelimb.,short forelimb digit 2 in regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0101012,abnormal sub-blastoporal endoderm,Abnormality of sub-blastoporal endoderm.,abnormality of sub-blastoporal endoderm
http://purl.obolibrary.org/obo/XPO_0101100,abnormal inner fin,Abnormality of inner fin.,abnormality of inner fin
http://purl.obolibrary.org/obo/XPO_0103608,increased size of the cell in cranial neural crest,An increase in the size of the cell in the cranial neural crest.,enlarged cell in cranial neural crest
http://purl.obolibrary.org/obo/XPO_0100597,abnormal replacement element,Abnormality of replacement element.,abnormality of replacement element
http://purl.obolibrary.org/obo/XPO_0100685,abnormal m. quadrato-hyoangularis primordium,Abnormality of m. quadrato-hyoangularis primordium.,abnormality of m. quadrato-hyoangularis primordium
http://purl.obolibrary.org/obo/XPO_0100773,abnormal profundus ganglion,Abnormality of profundus ganglion.,abnormality of profundus ganglion
http://purl.obolibrary.org/obo/XPO_0100861,abnormal blastomere D2.2.2,Abnormality of blastomere D2.2.2.,abnormality of blastomere D2.2.2
http://purl.obolibrary.org/obo/XPO_0101690,abnormal morphology of sclerotome ,Any structural anomaly of the sclerotome.,abnormal shape of sclerotome
http://purl.obolibrary.org/obo/XPO_0100648,abnormal myotome of trunk somite 6,Abnormality of myotome of trunk somite 6.,abnormality of myotome of trunk somite 6
http://purl.obolibrary.org/obo/XPO_0100736,abnormal cardiac ventricle,Abnormality of cardiac ventricle.,abnormality of cardiac ventricle
http://purl.obolibrary.org/obo/XPO_0100824,abnormal rhombomere R2,Abnormality of rhombomere R2.,abnormality of rhombomere R2
http://purl.obolibrary.org/obo/XPO_0100912,abnormal trabecula,Abnormality of trabecula.,abnormality of trabecula
http://purl.obolibrary.org/obo/XPO_0101389,abnormal wedge region,Abnormality of wedge region.,abnormality of wedge region
http://purl.obolibrary.org/obo/XPO_0101477,abnormal ventral fin vasculature,Abnormality of ventral fin vasculature.,abnormality of ventral fin vasculature
http://purl.obolibrary.org/obo/XPO_0101565,abnormal mesonephric early distal tubule,Abnormality of mesonephric early distal tubule.,abnormality of mesonephric early distal tubule
http://purl.obolibrary.org/obo/XPO_0102394,abnormal morphology of intersomitic region ,Any structural anomaly of the intersomitic region.,abnormal shape of intersomitic region
http://purl.obolibrary.org/obo/XPO_0102482,abnormal morphology of auditory tube ,Any structural anomaly of the auditory tube.,abnormal shape of auditory tube
http://purl.obolibrary.org/obo/XPO_0102570,abnormal morphology of duct of Cuvier ,Any structural anomaly of the duct of Cuvier.,abnormal shape of duct of Cuvier
http://purl.obolibrary.org/obo/XPO_0101528,abnormal choroid,Abnormality of choroid.,abnormality of choroid
http://purl.obolibrary.org/obo/XPO_0101704,abnormal morphology of endoderm ,Any structural anomaly of the endoderm.,abnormal shape of endoderm
http://purl.obolibrary.org/obo/XPO_0102269,abnormal morphology of m. levator mandibulae articularis primordium ,Any structural anomaly of the m. levator mandibulae articularis primordium.,abnormal shape of m. levator mandibulae articularis primordium
http://purl.obolibrary.org/obo/XPO_0102357,abnormal morphology of subpallium ,Any structural anomaly of the subpallium.,abnormal shape of subpallium
http://purl.obolibrary.org/obo/XPO_0102445,abnormal morphology of branchial arch 3 ,Any structural anomaly of the branchial arch 3.,abnormal shape of branchial arch 3
http://purl.obolibrary.org/obo/XPO_0102533,abnormal morphology of blastomere D1.2.2 ,Any structural anomaly of the blastomere D1.2.2.,abnormal shape of blastomere D1.2.2
http://purl.obolibrary.org/obo/XPO_0102621,abnormal morphology of right blastomere ,Any structural anomaly of the right blastomere.,abnormal shape of right blastomere
http://purl.obolibrary.org/obo/XPO_0103098,abnormal morphology of secondary myofiber ,Any structural anomaly of the secondary myofiber.,abnormal shape of secondary myofiber
http://purl.obolibrary.org/obo/XPO_0103186,abnormal morphology of peripheral retina ,Any structural anomaly of the peripheral retina.,abnormal shape of peripheral retina
http://purl.obolibrary.org/obo/XPO_0103274,absent central nervous system,Absence of central nervous system.,missing central nervous system
http://purl.obolibrary.org/obo/XPO_0103362,decreased size of the regenerating hindlimb,An abnormal reduction in the size of the regenerating hindlimb.,abnormally small regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103450,abnormal incomplete closing of the blastopore,Abnormally incompletely closed blastopore.,abnormally incompletely closed blastopore
http://purl.obolibrary.org/obo/XPO_0102408,abnormal morphology of fin crest ,Any structural anomaly of the fin crest.,abnormal shape of fin crest
http://purl.obolibrary.org/obo/XPO_0103149,abnormal morphology of dorsal endoderm ,Any structural anomaly of the dorsal endoderm.,abnormal shape of dorsal endoderm
http://purl.obolibrary.org/obo/XPO_0103237,absent primordial germ cell,Absence of primordial germ cell.,missing primordial germ cell
http://purl.obolibrary.org/obo/XPO_0103325,decreased size of the branchial arch skeleton,An abnormal reduction in the size of the branchial arch skeleton.,abnormally small branchial arch skeleton
http://purl.obolibrary.org/obo/XPO_0103413,Increased number of hindlimb digit in the regenerating hindlimb,The presence of an increased number of hindlimb digit in the regenerating hindlimb.,Extra hindlimb digit in the regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103610,Increased number of hindlimb digit in the regenerating hindlimb,The presence of an increased number of hindlimb digit in the regenerating hindlimb.,Extra hindlimb digit in the regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0102998,abnormal morphology of morula cell ,Any structural anomaly of the morula cell.,abnormal shape of morula cell
http://purl.obolibrary.org/obo/XPO_0100189,abnormal enteroendocrine cell,Abnormality of enteroendocrine cell.,abnormality of enteroendocrine cell
http://purl.obolibrary.org/obo/XPO_0100277,abnormal blastocoel,Abnormality of blastocoel.,abnormality of blastocoel
http://purl.obolibrary.org/obo/XPO_0100365,abnormal braincase and otic capsule skeleton,Abnormality of braincase and otic capsule skeleton.,abnormality of braincase and otic capsule skeleton
http://purl.obolibrary.org/obo/XPO_0100453,abnormal ventral tail fin,Abnormality of ventral tail fin.,abnormality of ventral tail fin
http://purl.obolibrary.org/obo/XPO_0100541,abnormal nucleus reticularis superior,Abnormality of nucleus reticularis superior.,abnormality of nucleus reticularis superior
http://purl.obolibrary.org/obo/XPO_0101194,abnormal anterior commissure,Abnormality of anterior commissure.,abnormality of anterior commissure
http://purl.obolibrary.org/obo/XPO_0101282,abnormal metatarsus,Abnormality of metatarsus.,abnormality of metatarsus
http://purl.obolibrary.org/obo/XPO_0101370,abnormal floor plate,Abnormality of floor plate.,abnormality of floor plate
http://purl.obolibrary.org/obo/XPO_0100328,abnormal supraorbital lateral line,Abnormality of supraorbital lateral line.,abnormality of supraorbital lateral line
http://purl.obolibrary.org/obo/XPO_0100416,abnormal ligament,Abnormality of ligament.,abnormality of ligament
http://purl.obolibrary.org/obo/XPO_0115814,abnormal duplication of hindlimb ,Any abnormal duplication of the hindlimb.,abnormally duplicated hindlimb
http://purl.obolibrary.org/obo/XPO_0115814,abnormal duplication of hindlimb ,Any abnormal duplication of the hindlimb.,abnormal duplication of hindlimb
http://purl.obolibrary.org/obo/XPO_0100504,abnormal renal artery,Abnormality of renal artery.,abnormality of renal artery
http://purl.obolibrary.org/obo/XPO_0101069,abnormal rhombomere R5,Abnormality of rhombomere R5.,abnormality of rhombomere R5
http://purl.obolibrary.org/obo/XPO_0101157,abnormal female organism,Abnormality of female organism.,abnormality of female organism
http://purl.obolibrary.org/obo/XPO_0101245,abnormal ventricular outflow tract,Abnormality of ventricular outflow tract.,abnormality of ventricular outflow tract
http://purl.obolibrary.org/obo/XPO_0101333,abnormal barrier epithelial cell,Abnormality of barrier epithelial cell.,abnormality of barrier epithelial cell
http://purl.obolibrary.org/obo/XPO_0101421,abnormal oculomotor nerve,Abnormality of oculomotor nerve.,abnormality of oculomotor nerve
http://purl.obolibrary.org/obo/XPO_0102074,abnormal morphology of internal carotid artery ,Any structural anomaly of the internal carotid artery.,abnormal shape of internal carotid artery
http://purl.obolibrary.org/obo/XPO_0102162,abnormal morphology of ciliary marginal zone ,Any structural anomaly of the ciliary marginal zone.,abnormal shape of ciliary marginal zone
http://purl.obolibrary.org/obo/XPO_0102250,abnormal morphology of locus coeruleus ,Any structural anomaly of the locus coeruleus.,abnormal shape of locus coeruleus
http://purl.obolibrary.org/obo/XPO_0101208,abnormal stratum spongiosum,Abnormality of stratum spongiosum.,abnormality of stratum spongiosum
http://purl.obolibrary.org/obo/XPO_0102037,abnormal morphology of preplacodal ectoderm ,Any structural anomaly of the preplacodal ectoderm.,abnormal shape of preplacodal ectoderm
http://purl.obolibrary.org/obo/XPO_0102125,abnormal morphology of liver and biliary system ,Any structural anomaly of the liver and biliary system.,abnormal shape of liver and biliary system
http://purl.obolibrary.org/obo/XPO_0102213,abnormal morphology of immune system ,Any structural anomaly of the immune system.,abnormal shape of immune system
http://purl.obolibrary.org/obo/XPO_0103042,abnormal morphology of ceratobranchial IV ,Any structural anomaly of the ceratobranchial IV.,abnormal shape of ceratobranchial IV
http://purl.obolibrary.org/obo/XPO_0103130,abnormal morphology of stage II oocyte ,Any structural anomaly of the stage II oocyte.,abnormal shape of stage II oocyte
http://purl.obolibrary.org/obo/XPO_0103005,abnormal morphology of oxygen accumulating cell ,Any structural anomaly of the oxygen accumulating cell.,abnormal shape of oxygen accumulating cell
http://purl.obolibrary.org/obo/XPO_0107297,abnormal regenerating lens,Abnormality of regenerating lens.,abnormality of regenerating lens
http://purl.obolibrary.org/obo/XPO_0107385,abnormal morphology of superficial layer of neurectoderm ,Any structural anomaly of the superficial layer of neurectoderm.,abnormal shape of superficial layer of neurectoderm
http://purl.obolibrary.org/obo/XPO_0100969,abnormal disaggregated/reaggregated ectoderm treated with activin,Abnormality of disaggregated/reaggregated ectoderm treated with activin.,abnormality of disaggregated/reaggregated ectoderm treated with activin
http://purl.obolibrary.org/obo/XPO_0107348,abnormal morphology of dorsal-ventral axis ,Any structural anomaly of the dorsal-ventral axis.,abnormal shape of dorsal-ventral axis
http://purl.obolibrary.org/obo/XPO_0101798,abnormal morphology of somite ,Any structural anomaly of the somite.,abnormal shape of somite
http://purl.obolibrary.org/obo/XPO_0101886,abnormal morphology of astrocyte end-foot ,Any structural anomaly of the astrocyte end-foot.,abnormal shape of astrocyte end-foot
http://purl.obolibrary.org/obo/XPO_0101974,abnormal morphology of forelimb skeleton ,Any structural anomaly of the forelimb skeleton.,abnormal shape of forelimb skeleton
http://purl.obolibrary.org/obo/XPO_0100082,abnormal rhombomere R3,Abnormality of rhombomere R3.,abnormality of rhombomere R3
http://purl.obolibrary.org/obo/XPO_0100170,abnormal anterior neural tube,Abnormality of anterior neural tube.,abnormality of anterior neural tube
http://purl.obolibrary.org/obo/XPO_0101849,abnormal morphology of ionocyte ,Any structural anomaly of the ionocyte.,abnormal shape of ionocyte
http://purl.obolibrary.org/obo/XPO_0101937,abnormal morphology of fin ,Any structural anomaly of the fin.,abnormal shape of fin
http://purl.obolibrary.org/obo/XPO_0102678,abnormal morphology of mm. constrictores branchiales IV ,Any structural anomaly of the mm. constrictores branchiales IV.,abnormal shape of mm. constrictores branchiales IV
http://purl.obolibrary.org/obo/XPO_0102766,abnormal morphology of nucleus reticularis inferior ,Any structural anomaly of the nucleus reticularis inferior.,abnormal shape of nucleus reticularis inferior
http://purl.obolibrary.org/obo/XPO_0102854,abnormal morphology of medial septum ,Any structural anomaly of the medial septum.,abnormal shape of medial septum
http://purl.obolibrary.org/obo/XPO_0102942,abnormal morphology of pigment layer ,Any structural anomaly of the pigment layer.,abnormal shape of pigment layer
http://purl.obolibrary.org/obo/XPO_0100045,abnormal trunk somite 12,Abnormality of trunk somite 12.,abnormality of trunk somite 12
http://purl.obolibrary.org/obo/XPO_0100133,abnormal solid compound organ,Abnormality of solid compound organ.,abnormality of solid compound organ
http://purl.obolibrary.org/obo/XPO_0100221,abnormal membrane bone,Abnormality of membrane bone.,abnormality of membrane bone
http://purl.obolibrary.org/obo/XPO_0103595,Decreased number of foot,The presence of a reduced number of foot.,Reduced number of foot
http://purl.obolibrary.org/obo/XPO_0103683,Absent digit-joint region in the hindlimb digit 1,Absence of the digit-joint region in the hindlimb digit 1.,Missing digit-joint region in the hindlimb digit 1
http://purl.obolibrary.org/obo/XPO_0101050,abnormal caudal presomitic mesoderm,Abnormality of caudal presomitic mesoderm.,abnormality of caudal presomitic mesoderm
http://purl.obolibrary.org/obo/XPO_0102729,abnormal morphology of mineralized avascular GAG-rich matrix ,Any structural anomaly of the mineralized avascular GAG-rich matrix.,abnormal shape of mineralized avascular GAG-rich matrix
http://purl.obolibrary.org/obo/XPO_0102817,abnormal morphology of vestibulocochlear nerve ,Any structural anomaly of the vestibulocochlear nerve.,abnormal shape of vestibulocochlear nerve
http://purl.obolibrary.org/obo/XPO_0102905,abnormal morphology of pubis ,Any structural anomaly of the pubis.,abnormal shape of pubis
http://purl.obolibrary.org/obo/XPO_0100008,abnormal epidermis,Abnormality of epidermis.,abnormality of epidermis
http://purl.obolibrary.org/obo/XPO_0103646,Decreased number of filamentous actin in the blastocoel roof,The presence of a reduced number of filamentous actin in the blastocoel roof.,Reduced number of filamentous actin in the blastocoel roof
http://purl.obolibrary.org/obo/XPO_0103734,increased size of the midbrain,An increase in the size of the midbrain.,enlarged midbrain
http://purl.obolibrary.org/obo/XPO_0103822,decreased length of forelimb digit 3 in regenerating forelimb,Decreased length or shortening of the forelimb digit 3 in the regenerating forelimb.,short forelimb digit 3 in regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0101013,abnormal ventral caudal lymphatic vessel,Abnormality of ventral caudal lymphatic vessel.,abnormality of ventral caudal lymphatic vessel
http://purl.obolibrary.org/obo/XPO_0101101,abnormal posterior foregut,Abnormality of posterior foregut.,abnormality of posterior foregut
http://purl.obolibrary.org/obo/XPO_0103609,Increased number of forelimb digit in the regenerating forelimb,The presence of an increased number of forelimb digit in the regenerating forelimb.,Extra forelimb digit in the regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0100598,abnormal alpha cell,Abnormality of alpha cell.,abnormality of alpha cell
http://purl.obolibrary.org/obo/XPO_0100686,abnormal olfactory organ,Abnormality of olfactory organ.,abnormality of olfactory organ
http://purl.obolibrary.org/obo/XPO_0100774,abnormal m. levator mandibulae articularis,Abnormality of m. levator mandibulae articularis.,abnormality of m. levator mandibulae articularis
http://purl.obolibrary.org/obo/XPO_0100862,abnormal blastomere V1,Abnormality of blastomere V1.,abnormality of blastomere V1
http://purl.obolibrary.org/obo/XPO_0100950,abnormal pronephric nephron,Abnormality of pronephric nephron.,abnormality of pronephric nephron
http://purl.obolibrary.org/obo/XPO_0101691,abnormal morphology of regenerating tail ,Any structural anomaly of the regenerating tail.,abnormal shape of regenerating tail
http://purl.obolibrary.org/obo/XPO_0100649,abnormal growth cone,Abnormality of growth cone.,abnormality of growth cone
http://purl.obolibrary.org/obo/XPO_0100737,abnormal epiphysis,Abnormality of epiphysis.,abnormality of epiphysis
http://purl.obolibrary.org/obo/XPO_0100825,abnormal claw of hindlimb digit 2,Abnormality of claw of hindlimb digit 2.,abnormality of claw of hindlimb digit 2
http://purl.obolibrary.org/obo/XPO_0100913,abnormal Brachet's cleft,Abnormality of Brachet's cleft.,abnormality of Brachet's cleft
http://purl.obolibrary.org/obo/XPO_0101478,abnormal lens fiber cell mass,Abnormality of lens fiber cell mass.,abnormality of lens fiber cell mass
http://purl.obolibrary.org/obo/XPO_0101566,abnormal posterior lateral line,Abnormality of posterior lateral line.,abnormality of posterior lateral line
http://purl.obolibrary.org/obo/XPO_0101654,abnormal morphology of distal mesenchyme ,Any structural anomaly of the distal mesenchyme.,abnormal shape of distal mesenchyme
http://purl.obolibrary.org/obo/XPO_0101742,abnormal morphology of trigeminal nerve ,Any structural anomaly of the trigeminal nerve.,abnormal shape of trigeminal nerve
http://purl.obolibrary.org/obo/XPO_0101830,abnormal morphology of prehallux ,Any structural anomaly of the prehallux.,abnormal shape of prehallux
http://purl.obolibrary.org/obo/XPO_0102395,abnormal morphology of pretectum ,Any structural anomaly of the pretectum.,abnormal shape of pretectum
http://purl.obolibrary.org/obo/XPO_0102483,abnormal morphology of infraorbital lateral line primordium ,Any structural anomaly of the infraorbital lateral line primordium.,abnormal shape of infraorbital lateral line primordium
http://purl.obolibrary.org/obo/XPO_0102571,abnormal morphology of ceratobranchial II ,Any structural anomaly of the ceratobranchial II.,abnormal shape of ceratobranchial II
http://purl.obolibrary.org/obo/XPO_0101529,abnormal skin mucous gland,Abnormality of skin mucous gland.,abnormality of skin mucous gland
http://purl.obolibrary.org/obo/XPO_0102358,abnormal morphology of tail ,Any structural anomaly of the tail.,abnormal shape of tail
http://purl.obolibrary.org/obo/XPO_0102446,abnormal morphology of natural killer cell ,Any structural anomaly of the natural killer cell.,abnormal shape of natural killer cell
http://purl.obolibrary.org/obo/XPO_0102534,abnormal morphology of spermatocyte ,Any structural anomaly of the spermatocyte.,abnormal shape of spermatocyte
http://purl.obolibrary.org/obo/XPO_0102622,abnormal morphology of myotome of head somite 4 ,Any structural anomaly of the myotome of head somite 4.,abnormal shape of myotome of head somite 4
http://purl.obolibrary.org/obo/XPO_0102710,abnormal morphology of mucous gland ,Any structural anomaly of the mucous gland.,abnormal shape of mucous gland
http://purl.obolibrary.org/obo/XPO_0103099,abnormal morphology of alkali secreting cell ,Any structural anomaly of the alkali secreting cell.,abnormal shape of alkali secreting cell
http://purl.obolibrary.org/obo/XPO_0103187,abnormal morphology of trochlear motornucleus ,Any structural anomaly of the trochlear motornucleus.,abnormal shape of trochlear motornucleus
http://purl.obolibrary.org/obo/XPO_0103275,absent eye,Absence of eye.,missing eye
http://purl.obolibrary.org/obo/XPO_0103363,decreased size of the spinal cord,An abnormal reduction in the size of the spinal cord.,abnormally small spinal cord
http://purl.obolibrary.org/obo/XPO_0103451,abnormal incomplete closing of the choroid fissure,Abnormally incompletely closed choroid fissure.,abnormally incompletely closed choroid fissure
http://purl.obolibrary.org/obo/XPO_0102409,abnormal morphology of posterior cerebral vein ,Any structural anomaly of the posterior cerebral vein.,abnormal shape of posterior cerebral vein
http://purl.obolibrary.org/obo/XPO_0103238,absent anterior neural tube,Absence of anterior neural tube.,missing anterior neural tube
http://purl.obolibrary.org/obo/XPO_0103326,decreased size of the cement gland,An abnormal reduction in the size of the cement gland.,abnormally small cement gland
http://purl.obolibrary.org/obo/XPO_0103414,Increased number of vacuole in the spermatozoon,The presence of an increased number of vacuole in the spermatozoon.,Extra vacuole in the spermatozoon
http://purl.obolibrary.org/obo/XPO_0100491,abnormal pars distalis,Abnormality of pars distalis.,abnormality of pars distalis
http://purl.obolibrary.org/obo/XPO_0102999,abnormal morphology of vestibular apparatus ,Any structural anomaly of the vestibular apparatus.,abnormal shape of vestibular apparatus
http://purl.obolibrary.org/obo/XPO_0100278,abnormal follicle cell,Abnormality of follicle cell.,abnormality of follicle cell
http://purl.obolibrary.org/obo/XPO_0100366,abnormal non-mineralized chondroid tissue,Abnormality of non-mineralized chondroid tissue.,abnormality of non-mineralized chondroid tissue
http://purl.obolibrary.org/obo/XPO_0100454,abnormal lung bud,Abnormality of lung bud.,abnormality of lung bud
http://purl.obolibrary.org/obo/XPO_0100542,abnormal pallium,Abnormality of pallium.,abnormality of pallium
